Year,Date,Day,Location,Stage,Time,Artist
2013,"June 23, 2013",Sunday,Las Vegas,wide awake ART CAR,3am-4am,Jaceo
2013,"June 23, 2013",Sunday,Las Vegas,wide awake ART CAR,4am-5:30am,Fabian Campos
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,7pm-7:20pm,Oliver Heldens
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,7:20pm-8:30pm,3LAU
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,8:30pm-9:30pm,The Glitch Mob
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,9:30pm-10:30pm,Cedric Gervais
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,10:30pm-11:30pm,Laidback Luke
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,11:30pm-1am,Steve Angello
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,1am-2:37am,Hardwell
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,2:37am-3:37am,Armin Van Buuren
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,3:37am-4:34am,Borgore
2014,"June 20, 2014",Friday,Las Vegas,kineticFIELD,4:34am-5:27am,Bassjackers
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,7pm-8pm,Max Wotif
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,8pm-9pm,Kill Frenzy
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,9pm-10:15pm,Oliver
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,10:15pm-11:30pm,Tchami
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,11:30pm-12:45am,Justin Martin
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,12:45am-2:15am,Diplo
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,2:15am-3:30am,Flosstradamus
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,3:30am-4:30am,Madeon
2014,"June 20, 2014",Friday,Las Vegas,cosmicMEADOW,4:30am-5:30am,Bixel Boys
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,7pm-7:30pm,Chocolate Puma
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,7:30pm-8:30pm,Quintino
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,8:30pm-9:30pm,Yellow Claw
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,9:30pm-10:30pm,Dyro & Dannic
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,10:30pm-11:30pm,Ummet Ozcan
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,11:30pm-12:30am,Sander van Doorn
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,12:30am-1:45am,Martin Garrix
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,1:45am-3:15am,Afrojack
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,3:15am-4:15am,Steve Aoki
2014,"June 20, 2014",Friday,Las Vegas,circuitGROUNDS,4:15am-5:30am,Carnage
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,7pm-7:20pm,Eric Volta
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,7:20pm-8:30pm,Just Be (Bushwacka!)
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,8:30pm-10pm,Claude Von Stroke
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,10pm-11:45pm,Dubfire
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,11:45pm-1am,Booka Shade (live)
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,1am-2:30am,Luciano
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,2:30am-4am,Carl Cox
2014,"June 20, 2014",Friday,Las Vegas,neonGARDEN,4am-5:30am,Adam Beyer
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,7pm-8pm,Slogun & iOh
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,8pm-9pm,Kove
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,9pm-10pm,Protohype
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,10pm-11pm,ETC! ETC!
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,11pm-12am,Camo & Krooked
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,12am-1am,Crizzly
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,1am-2am,Datsik
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,2am-3am,Destroid
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,3am-4am,12th Planet
2014,"June 20, 2014",Friday,Las Vegas,bassPOD,4am-5:30am,Pegboard Nerds
2014,"June 20, 2014",Friday,Las Vegas,bassCON,7pm-8pm,DBLCRSSD
2014,"June 20, 2014",Friday,Las Vegas,bassCON,8pm-9pm,Caffeine
2014,"June 20, 2014",Friday,Las Vegas,bassCON,9pm-10pm,LNY TNZ
2014,"June 20, 2014",Friday,Las Vegas,bassCON,10pm-11pm,Lady Faith
2014,"June 20, 2014",Friday,Las Vegas,bassCON,11pm-12am,Tatanka
2014,"June 20, 2014",Friday,Las Vegas,bassCON,12am-1:30am,D-Block & S-te-Fan
2014,"June 20, 2014",Friday,Las Vegas,bassCON,1:30am-2:30am,Brennan Heart
2014,"June 20, 2014",Friday,Las Vegas,bassCON,2:30am-3:30am,Astral Projection
2014,"June 20, 2014",Friday,Las Vegas,bassCON,3:30am-4:30am,Simon Patterson
2014,"June 20, 2014",Friday,Las Vegas,bassCON,4:30am-5:30am,Orjan Nilsen
2014,"June 20, 2014",Friday,Las Vegas,stage 7,7pm-8pm,MAXV
2014,"June 20, 2014",Friday,Las Vegas,stage 7,8pm-9pm,The Interns
2014,"June 20, 2014",Friday,Las Vegas,stage 7,9pm-10pm,Ape Drums
2014,"June 20, 2014",Friday,Las Vegas,stage 7,10pm-11pm,Tommie Sunshine
2014,"June 20, 2014",Friday,Las Vegas,stage 7,11pm-12am,Sluggers
2014,"June 20, 2014",Friday,Las Vegas,stage 7,12am-1am,gLAdiator
2014,"June 20, 2014",Friday,Las Vegas,stage 7,1am-2am,LOUDPVCK
2014,"June 20, 2014",Friday,Las Vegas,stage 7,2am-3am,Posso
2014,"June 20, 2014",Friday,Las Vegas,stage 7,3am-4am,Disco Fries
2014,"June 20, 2014",Friday,Las Vegas,stage 7,4am-5:30am,Baumer
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,7pm-8pm,Kactuz
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,8pm-9pm,Ave & Efx
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,9pm-10pm,Modus
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,10pm-11pm,Andre Sant-Albin
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,11pm-12am,Paris Burns
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,12am-1am,Ari Kyle
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,1am-2:30am,SNR
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,2:30am-4am,EVIL TWIN
2014,"June 20, 2014",Friday,Las Vegas,discoveryPROJECT,4am-5:30am,Emmy J
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,7pm-7:45p,Paper Diamond
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,7:45pm-8:50pm,MK
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,8:50pm-9:50pm,Gareth Emery
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,9:50pm-10:51pm,DJ Snake
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,10:51pm-11:52pm,Krewella
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,11:52pm-12:55am,Kaskade
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,12:55am-2:35am,Tiesto
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,2:35am-4:09am,Alesso
2014,"June 21, 2014",Saturday,Las Vegas,kineticFIELD,4:09am-5:27am,Martin Garrix
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,7pm-7:25pm,Bones
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,7:25pm-8:40pm,Branchez
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,8:40pm-9:55pm,Julio Bashmore
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,9:55pm-11:10pm,Destructo
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,11:10pm-12:55am,A-Trak
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,12:55am-2:15am,Chromeo
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,2:15am-3:30am,Knife Party
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,3:30am-4:30am,Benny Benassi
2014,"June 21, 2014",Saturday,Las Vegas,cosmicMEADOW,4:30am-5:30am,Mr. Oizo
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,7pm-7:30pm,Henrik B
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,7:30pm-9pm,Syn Cole
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,9pm-10pm,Firebeatz
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,10pm-11pm,Sunnery James & Ryan Marciano
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,"11pm-12a,",Cazzette
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,12am-1:30am,Avicii
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,1:30am-2:30am,Arty
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,2:30am-3:30am,Bingo Players
2014,"June 21, 2014",Saturday,Las Vegas,circuitGROUNDS,3:30am-5:30am,Dada Life
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,7pm-7:30pm,Trent Cantrelle
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,7:30pm-8:30pm,Saeed Younan
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,8:30pm-10pm,The Martinez Brothers
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,10pm-11:30pm,Green Velvet
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,11:30pm-1am,Nicole Moudaber
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,1am-2:30am,Loco Dice
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,2:30am-4am,Carl Cox
2014,"June 21, 2014",Saturday,Las Vegas,neonGARDEN,4am-5:30am,UMEK
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,7pm-8pm,Fury & MC Dino
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,8pm-9pm,Prolix
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,9pm-10pm,Seven Lions
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,10pm-11pm,Ookay B2B Kenedy Jones
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,11pm-12am,Dirtyphonics
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,12am-1am,Bro Safari
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,1am-2am,Kill The Noise
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,2am-3:45am,Excision
2014,"June 21, 2014",Saturday,Las Vegas,bassPOD,3:45am-5:30am,Infected Mushroom
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,7pm-8pm,Erizo
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,8pm-9pm,SAYMYNAME
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,9pm-10pm,The Pitcher
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,10pm-11pm,Adrenalize
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,11pm-12am,Isaac
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,12am-1am,Headhunterz
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,1am-2am,Darren Styles
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,2am-3am,Astrix
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,3am-4:30am,Andrew Rayel
2014,"June 21, 2014",Saturday,Las Vegas,bassCON,4:30am-5:30am,Paul Oakenfold
2014,"June 21, 2014",Saturday,Las Vegas,stage7,7pm-8pm,Ghost Protocol
2014,"June 21, 2014",Saturday,Las Vegas,stage7,8pm-9pm,MOTi
2014,"June 21, 2014",Saturday,Las Vegas,stage7,9pm-10pm,Two Fresh
2014,"June 21, 2014",Saturday,Las Vegas,stage7,10pm-11pm,Trippy Turtle
2014,"June 21, 2014",Saturday,Las Vegas,stage7,11pm-12am,Mr. Carmack
2014,"June 21, 2014",Saturday,Las Vegas,stage7,12am-1am,Djemba Djemba
2014,"June 21, 2014",Saturday,Las Vegas,stage7,1am-2am,Party Favor
2014,"June 21, 2014",Saturday,Las Vegas,stage7,2am-3am,Durante
2014,"June 21, 2014",Saturday,Las Vegas,stage7,3am-4am,Secret Guest
2014,"June 21, 2014",Saturday,Las Vegas,stage7,4am-5:30am,Shae B
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,7pm-8pm,FlightRisk
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,8pm-9pm,WolfSnarling
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,9pm-10pm,Festiva
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,10pm-11pm,Vena Cava
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,11pm-12am,Convex
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,12am-1am,Zima
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,1am-2am,Virtu
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,2am-3am,Singularity
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,3am-4am,SirensCeol
2014,"June 21, 2014",Saturday,Las Vegas,discoveryPROJECT,4am-5:30am,Novaspace
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,7pm-7:30pm,Andy C
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,7:30pm-8:40pm,Deorro
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,8:40pm-9:45pm,Blasterjaxx
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,9:45pm-10:45pm,Mat Zo
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,10:45pm-11:51pm,Fedde Le Grand
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,11:51pm-1:09am,Above & Beyond
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,1:09am-2:34am,Axwell /\ Ingrosso
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,2:34am-3:30am,W&W
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,3:30am-4:30am,New World Punx
2014,"June 22, 2014",Sunday,Las Vegas,kineticFIELD,4:30am-5:27am,Dash Berlin
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,7pm-7:30pm,Cory Enemy
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,7:30pm-8:45pm,Henry Fong
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,8:45pm-10pm,What So Not
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,10pm-11:25pm,Alex Metric
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,11:25pm-12:30am,Bassnectar
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,12:30am-2am,Dillon Francis
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,2am-3:15am,Zeds Dead
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,3:15am-4:30am,GTA
2014,"June 22, 2014",Sunday,Las Vegas,cosmicMEADOW,4:30am-5:30am,DVBBS
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,7pm-7:30pm,MOTi
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,7:30pm-8:30pm,Jeremy Olander & Fehrplay
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,8:30pm-9:30pm,Alvaro
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,9:30pm-10:30pm,Clockwork
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,10:30pm-11:45pm,Eric Prydz
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,11:45pm-1am,Calvin Harris
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,1am-2:30am,R3hab
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,2:30am-4am,Tommy Trash
2014,"June 22, 2014",Sunday,Las Vegas,circuitGROUNDS,4am-5:30am,Paul van Dyk
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,7pm-7:30pm,Jimmy Edgar
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,7:30pm-8:30pm,George FitzGerald
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,8:30pm-9:30pm,Skream
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,9:30pm-10:30pm,Dusky
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,10:30pm-11:30pm,Damian Lazarus
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,11:30pm-12:30am,Jamie Jones
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,12:30am-1:45am,John Digweed
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,1:45am-3am,Maya Jane Coles
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,3am-4:15am,Art Department
2014,"June 22, 2014",Sunday,Las Vegas,neonGARDEN,4:15am-5:30am,Eats Everything
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,7pm-8pm,Mystical Influence & Sniper
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,8pm-9pm,Audio
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,9pm-10pm,Calyx & TeeBee
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,10pm-11pm,Ed Rush & Optical
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,11pm-12am,I am Legion
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,12am-1am,Netsky
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,1am-2am,Sub Focus
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,2am-3:30am,Andy C & Armanni Reign
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,3:30am-4:30am,Wilkinson feat. Becky Hill
2014,"June 22, 2014",Sunday,Las Vegas,bassPOD,4:30am-5:30am,Loadstar
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,7pm-7:45pm,Magnosis
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,7:45pm-8:45pm,Darksiderz
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,8:45pm-9:45pm,The Prophet
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,9:45pm-10:45pm,Audiofreq
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,10:45pm-1am,Alex Kidd
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,1am-1:45am,Carnage
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,1:45am-2:30am,Angerfist
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,2:30am-3:30am,Bryan Kearney
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,3:30am-4:30am,Jordan Suckley
2014,"June 22, 2014",Sunday,Las Vegas,bassCON,4:30am-5:30am,Indecent Noise
2014,"June 22, 2014",Sunday,Las Vegas,stage7,7pm-8pm,Murda Child
2014,"June 22, 2014",Sunday,Las Vegas,stage7,8pm-9pm,David Stevens
2014,"June 22, 2014",Sunday,Las Vegas,stage7,9pm-10pm,Baggi Begovic
2014,"June 22, 2014",Sunday,Las Vegas,stage7,10pm-11pm,Plastic Plates
2014,"June 22, 2014",Sunday,Las Vegas,stage7,11pm-12am,Le Youth
2014,"June 22, 2014",Sunday,Las Vegas,stage7,12am-1am,Bixel Boys
2014,"June 22, 2014",Sunday,Las Vegas,stage7,1am-2am,Amtrac
2014,"June 22, 2014",Sunday,Las Vegas,stage7,2am-3am,DJ Dan
2014,"June 22, 2014",Sunday,Las Vegas,stage7,3am-5:30am,Jordan Epperson
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,7pm-8pm,EL & FUNK
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,8pm-9pm,Dimibo
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,9pm-10pm,Fiasko Daniels
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,10pm-11pm,Landis
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,11pm-12am,Crespo
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,12am-1am,Planet Rock
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,1am-2am,Phuse
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,2am-3am,Vice Versa
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,3am-4am,Twofold
2014,"June 22, 2014",Sunday,Las Vegas,discoveryPROJECT,4am-5:30am,IndO
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,7pm - 7:58pm,Danny Avila
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,7:58pm - 8:56pm,Motez
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,8:56pm - 10pm,Benny Benassi
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,10pm - 11:03pm,Afrojack
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,11:03pm - 12:06am,Oliver Heldens
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,12:06am - 1:09am,Dimitri Vegas & Like Mike
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,1:09am - 2:26am,Kaskade
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,2:26am - 3:29am,Martin Garrix
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,3:29am - 4:30am,Steve Angello
2015,"June 19, 2015",Friday,Las Vegas,kineticFIELD,4:30am - 5:30am,Sunnery James & Ryan Marciano
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,7pm - 7:30pm,Thee Mike B
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,7:30pm - 8:40pm,Breach
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,8:40pm - 9:40pm,Kennedy Jones
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,9:40pm - 10:40pm,Bixel Boys
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,10:40pm - 12am,Tokimonsta
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,12am - 1:20am,Flume
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,1:20am - 2:20am,Yellow Claw
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,2:20am - 3:20am,Moby
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,3:20am - 4:20am,Louis B
2015,"June 19, 2015",Friday,Las Vegas,cosmicMEADOW,4:20am - 5:30am,Kidnap Kid
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,7pm - 9pm,Baggi Begovic
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,9pm - 10pm,Firebeatz
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,10pm - 11:30pm,Chuckie
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,11:30pm - 12:30am,Arty
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,12:30am - 1:30am,Nicky Romero
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,1:30am - 2:30am,Fatboy Slim
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,2:30am - 3:30am,Carnage
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,3:30am - 4:30am,Flux Pavilion
2015,"June 19, 2015",Friday,Las Vegas,circuitGROUNDS,4:30am - 5:30am,Ummet Ozcan
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,7pm - 9pm,Saeed Younan
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,9pm - 10:30pm,Dusky
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,10:30pm - 12am,Sasha
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,12am - 1:30am,Loco Dice
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,1:30am - 2:30am,Carl Cox B2B Loco Dice
2015,"June 19, 2015",Friday,Las Vegas,neonGARDEN,2:30am - 5:30am,Carl Cox
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,7pm - 8pm,Definitive
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,8pm - 9pm,Kove
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,9pm - 10:15pm,TrollPhace B2B Getter
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,10:15pm - 11:15pm,12th Planet
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,11:15pm - 12:15am,Snails
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,12:15am - 1:15am,Sigma
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,1:15am - 2:30am,Andy C & Armanni Reign
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,2:30am - 3:30am,Zomboy
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,3:30am - 4:30am,SKisM B2B Laxx
2015,"June 19, 2015",Friday,Las Vegas,bassPOD,4:30am - 5:30am,Dieselboy
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,7pm - 8pm,Arterial
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,8pm - 9:30pm,Darksiderz
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,9:30pm - 10:30pm,Lady Faith
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,10:30pm - 11:30pm,LNY TNZ
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,11:30pm - 12:30am,Psyko Punkz
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,12:30am - 1:30am,Tuneboy
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,1:30am - 2:30am,Isaac
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,2:30am - 3:30am,Technoboy
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,3:30am - 4:30am,Noize Supressor
2015,"June 19, 2015",Friday,Las Vegas,wasteLAND,4:30am - 5:30am,Neelix
2015,"June 19, 2015",Friday,Las Vegas,stage7,7pm - 8pm,Juliet Fox
2015,"June 19, 2015",Friday,Las Vegas,stage7,8pm - 9:30pm,Eelke Kleijn
2015,"June 19, 2015",Friday,Las Vegas,stage7,9:30pm - 11pm,Harry Romero
2015,"June 19, 2015",Friday,Las Vegas,stage7,11pm - 12:30am,Chus & Ceballos
2015,"June 19, 2015",Friday,Las Vegas,stage7,12:30am - 2:30am,Mark Knight
2015,"June 19, 2015",Friday,Las Vegas,stage7,2:30am - 4am,Prok & Fitch
2015,"June 19, 2015",Friday,Las Vegas,stage7,4am - 5:30am,Dosem
2015,"June 19, 2015",Friday,Las Vegas,funkHOUSE,7pm - 8pm,Fester
